AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.011503023761229431,0.011608468950387859,0.011714548980727324,Dual Bandit log (alpha = 0.0),5000
0.011534770223998767,0.011640399054460878,0.011746663166184779,Dual Bandit log (alpha = 0.8),5000
0.011439210010930569,0.011544379433560039,0.011650183940497105,Dual Bandit log (alpha = 0.85),5000
0.011562362144161929,0.011668100662817772,0.011774474250133893,Dual Bandit log (alpha = 0.9),5000
0.011372137842044206,0.011477021873994013,0.011582541312944672,Dual Bandit log (alpha = 0.925),5000
0.011388570163002158,0.011493502136992627,0.011599069171926768,Dual Bandit log (alpha = 0.95),5000
0.011568375190285555,0.011674167216051027,0.011780594618363893,Dual Bandit log (alpha = 0.975),5000
0.011563505148904014,0.01166927721795476,0.01177568469302992,Dual Bandit log (alpha = 0.99),5000
0.011513427520706271,0.01161893619381505,0.011725079892231038,Dual Bandit log (alpha = 0.999),5000
0.011699034066802994,0.011805366318425135,0.011912333208670023,Dual Bandit log (alpha = 0.9999),5000
0.011788783370430381,0.011895585108366724,0.012003022172659916,Dual Bandit log (alpha = 1.0),5000
