AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.016779934623053702,0.016907594639716805,0.017035889339536925,Dual Bandit log (alpha = 0.0),5000
0.016792262320668692,0.016919955948647942,0.017048284120526724,Dual Bandit log (alpha = 0.8),5000
0.016786104305554227,0.016913777766825962,0.017042085809818697,Dual Bandit log (alpha = 0.85),5000
0.01679609536201408,0.01692380913167981,0.017052157500198617,Dual Bandit log (alpha = 0.9),5000
0.016792184800078498,0.016919877843556256,0.01704820542837704,Dual Bandit log (alpha = 0.925),5000
0.016778500834482124,0.016906145170377473,0.01703442409163891,Dual Bandit log (alpha = 0.95),5000
0.01679635978415359,0.016924077492607464,0.017052429828294247,Dual Bandit log (alpha = 0.975),5000
0.016818039195691872,0.016945835684656095,0.01707426675121948,Dual Bandit log (alpha = 0.99),5000
0.016862882953648337,0.016990869379117875,0.017119490548623495,Dual Bandit log (alpha = 0.999),5000
0.016893285141100084,0.017021390516353162,0.017150130653152296,Dual Bandit log (alpha = 0.9999),5000
0.016894151917598507,0.017022261868497174,0.01715100659152613,Dual Bandit log (alpha = 1.0),5000
