AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.01205655436542364,0.012164526890574918,0.012273134170338484,POEM log (variance_penalisation_strength = 0.0),5000
0.01209407020729971,0.012202218845888419,0.012311002313982078,POEM log (variance_penalisation_strength = 0.05),5000
0.012185033277161195,0.012293574997921698,0.01240275134612756,POEM log (variance_penalisation_strength = 0.1),5000
0.012091873261238976,0.012199968417465998,0.012308697892772336,POEM log (variance_penalisation_strength = 0.25),5000
0.012155092924648883,0.012263476670743956,0.012372494774310017,POEM log (variance_penalisation_strength = 0.5),5000
0.01213753420305647,0.012245843596917327,0.012354787405489898,POEM log (variance_penalisation_strength = 1.0),5000
0.01212476948964275,0.012233022150596002,0.012341909236712079,POEM log (variance_penalisation_strength = 2.0),5000
