AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.01350171031220022,0.013616104409591667,0.013731133888107205,Dual Bandit no log (alpha = 0.0),5000
0.013179818999813983,0.013292722993095316,0.013406261232327354,Dual Bandit no log (alpha = 0.8),5000
0.013817080761437691,0.013932773835013158,0.014049101777519835,Dual Bandit no log (alpha = 0.85),5000
0.013358277070884324,0.013471997774246918,0.013586353229665948,Dual Bandit no log (alpha = 0.9),5000
0.013103047319282551,0.013215649729683782,0.01332888674285071,Dual Bandit no log (alpha = 0.925),5000
0.013111319767431328,0.013224046297798192,0.013337408423451658,Dual Bandit no log (alpha = 0.95),5000
0.013221849965490307,0.013335010340962268,0.013448805793436436,Dual Bandit no log (alpha = 0.975),5000
0.012784434967271559,0.012895702966235267,0.013007606247872117,Dual Bandit no log (alpha = 0.99),5000
0.01211367174945501,0.012221896019445583,0.012330754968572721,Dual Bandit no log (alpha = 0.999),5000
0.01177089647763022,0.01187756580124121,0.0119848698505165,Dual Bandit no log (alpha = 0.9999),5000
0.011873894233971564,0.011981056639071876,0.012088854035925634,Dual Bandit no log (alpha = 1.0),5000
