AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.012791698564887197,0.012903008370244454,0.01301495357109883,Dual Bandit no log (alpha = 0.0),5000
0.013223066348704349,0.01333628711127528,0.013450143567943829,Dual Bandit no log (alpha = 0.8),5000
0.013149048623522905,0.013261960618598304,0.01337550844981572,Dual Bandit no log (alpha = 0.85),5000
0.013088869299575846,0.013201521005622057,0.013314808565604075,Dual Bandit no log (alpha = 0.9),5000
0.01293387194057888,0.01304582770792724,0.013158419115882114,Dual Bandit no log (alpha = 0.925),5000
0.012760960487343698,0.01287211384242456,0.01298390235321989,Dual Bandit no log (alpha = 0.95),5000
0.01287574978127912,0.012987426480682945,0.013099738545847672,Dual Bandit no log (alpha = 0.975),5000
0.012614534802223491,0.01272501143971914,0.012836122892752155,Dual Bandit no log (alpha = 0.99),5000
0.011594438475213523,0.011700318036405203,0.011806832580260052,Dual Bandit no log (alpha = 0.999),5000
0.011260117026278993,0.011364453405027872,0.01146942489217595,Dual Bandit no log (alpha = 0.9999),5000
0.011612659353835382,0.01171861184029111,0.011825199176414558,Dual Bandit no log (alpha = 1.0),5000
