AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.01487676899918076,0.014996885908624236,0.015117637774405113,Dual Bandit log (alpha = 0.0),5000
0.01494904424473835,0.015069456883836324,0.015190504479744904,Dual Bandit log (alpha = 0.8),5000
0.014899512924507703,0.015019729703012637,0.015140581510014739,Dual Bandit log (alpha = 0.85),5000
0.014941459725317014,0.015061831243221314,0.015182837611572686,Dual Bandit log (alpha = 0.9),5000
0.014961060549860676,0.01508153944757031,0.015202653483478157,Dual Bandit log (alpha = 0.925),5000
0.014998587437506952,0.015119192616469013,0.015240432650300062,Dual Bandit log (alpha = 0.95),5000
0.01506783223389547,0.01518873229488325,0.015310267344623152,Dual Bandit log (alpha = 0.975),5000
0.015315588184416138,0.015437467222887517,0.01555998098430289,Dual Bandit log (alpha = 0.99),5000
0.015895896164165556,0.016020134630394464,0.016145008195295407,Dual Bandit log (alpha = 0.999),5000
0.01554455753456154,0.015667321485431478,0.015790719784149254,Dual Bandit log (alpha = 0.9999),5000
0.013844443476185672,0.013960257516178498,0.014076706479525414,Dual Bandit log (alpha = 1.0),5000
